"","X","cc3","year","gold_standard","independence","banking_crisis","systemic_crisis","domestic_debt_in_default","currency_crises","inflation_crises","external_default_ex_1975","external_default_in_1975","crisis_tally","cown","cowcodes","iso3c","iso3n","country_name","democracy","country","gdppc","pop","percent_growth","log_gdppc","gdppc_impute","pop_impute","percent_growth_impute"
"8033",8033,"MUS",1803,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328,5019.203153,-2.7027027027027
"8034",8034,"MUS",1804,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184,5189.259021,-8.85306253375348
"8035",8035,"MUS",1805,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785,5080.260825,-3.91304347826087
"8036",8036,"MUS",1806,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,5019.203153,0.618811881188119
"8037",8037,"MUS",1807,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,1155,3.52164343360235
"8038",8038,"MUS",1808,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,4768.810692,8.42767295597484
"8039",8039,"MUS",1809,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,5235.17679,-0.857143452355521
"8040",8040,"MUS",1810,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237,5019.203153,7.69230769230768
"8041",8041,"MUS",1811,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459,5189.259021,-3.30882352941176
"8042",8042,"MUS",1812,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,7200,-1.04020820616369
"8043",8043,"MUS",1813,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,1155,2.79356060606062
"8044",8044,"MUS",1814,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,186,3.1055900621118
"8045",8045,"MUS",1815,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274,234854,1.8957345971564
"8046",8046,"MUS",1816,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2104,5567.301,1.5347721822542
"8047",8047,"MUS",1817,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694.6176,1155,2.58620499356824
"8048",8048,"MUS",1818,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2869,3432,-1.40055881427213
"8049",8049,"MUS",1819,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,8336.321771,0.604651162790698
"8050",8050,"MUS",1820,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315,8235.22795,-4.43101711983887
"8051",8051,"MUS",1821,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,7335,0.4739336492891
"8052",8052,"MUS",1822,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,1363,4.50222133299411
"8053",8053,"MUS",1823,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,3978,-2.52324037184595
"8054",8054,"MUS",1824,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,4506,8.56697819314642
"8055",8055,"MUS",1825,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,8096,0
"8056",8056,"MUS",1826,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,1108,3.33333333333333
"8057",8057,"MUS",1827,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944,361722,-2.43302351011482
"8058",8058,"MUS",1828,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3290,1167,6.10057708161583
"8059",8059,"MUS",1829,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,20701,5.18867924528302
"8060",8060,"MUS",1830,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342.56,12532,-1.75342465753425
"8061",8061,"MUS",1831,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,2585,0.87719298245614
"8062",8062,"MUS",1832,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468,3461,0.745341614906832
"8063",8063,"MUS",1833,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,27807,-0.657174151150055
"8064",8064,"MUS",1834,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2227,2908,-14.703196347032
"8065",8065,"MUS",1835,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3469.8344,13216,-14.703196347032
"8066",8066,"MUS",1836,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611.3115,22073,15.9037558685446
"8067",8067,"MUS",1837,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,3069,2.35219326128417
"8068",8068,"MUS",1838,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023,18684,9.59170447180817
"8069",8069,"MUS",1839,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658,7403,6.40132880920178
"8070",8070,"MUS",1840,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,367,-4.25055928411633
"8071",8071,"MUS",1841,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3569,403,-3.47826086956522
"8072",8072,"MUS",1842,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,2791,10.0820633059789
"8073",8073,"MUS",1843,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,3296,19.5431472081218
"8074",8074,"MUS",1844,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2310,1203,3.32812150993969
"8075",8075,"MUS",1845,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,1300,2.76243093922652
"8076",8076,"MUS",1846,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4422,2605,0.418410041841004
"8077",8077,"MUS",1847,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294,403,-6.70731666168813
"8078",8078,"MUS",1848,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611.3115,33059,4.78642835504393
"8079",8079,"MUS",1849,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,5353.494,7.82147591692444
"8080",8080,"MUS",1850,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611.3115,12251,-14.7414997671169
"8081",8081,"MUS",1851,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985,2434,1.83696900114811
"8082",8082,"MUS",1852,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472,3002,1.20945574491479
"8083",8083,"MUS",1853,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630,574,-4.1405269761606
"8084",8084,"MUS",1854,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4161.4872,610,3.88059853477958
"8085",8085,"MUS",1855,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691,4113,5.04231311706629
"8086",8086,"MUS",1856,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,5919,-10.6876916338152
"8087",8087,"MUS",1857,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3016,3978,0
"8088",8088,"MUS",1858,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2263,13682,-0.663603879530373
"8089",8089,"MUS",1859,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4879,31839,-1.1336032388664
"8090",8090,"MUS",1860,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1213,4477,1.83098591549296
"8091",8091,"MUS",1861,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2523,37860,-7.53110674525213
"8092",8092,"MUS",1862,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982,1888,2.05843293492696
"8093",8093,"MUS",1863,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210,63302,-1.1557512383049
"8094",8094,"MUS",1864,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,626,-2.82445477297104
"8095",8095,"MUS",1865,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305,3098,-2.8494339053569
"8096",8096,"MUS",1866,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4637.1592,32501,-2.71084337349398
"8097",8097,"MUS",1867,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4095,23007.62306,-2.82445477297104
"8098",8098,"MUS",1868,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884,29067,-3.54430379746835
"8099",8099,"MUS",1869,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,1495,-3.97640033939842
"8100",8100,"MUS",1870,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2466,1786,0.967413441955187
"8101",8101,"MUS",1871,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,2298,0.670863267559561
"8102",8102,"MUS",1872,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,1775,2.77929155313352
"8103",8103,"MUS",1873,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2785,3809,-2.8677150786309
"8104",8104,"MUS",1874,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5105.1176,1507,0.468776159383894
"8105",8105,"MUS",1875,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,9674,8.27974276527331
"8106",8106,"MUS",1876,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122,38221,-1.45129779514373
"8107",8107,"MUS",1877,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,4726,0.479808076769292
"8108",8108,"MUS",1878,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2377,35595.14024,-0.917899031106578
"8109",8109,"MUS",1879,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2286,29898,-3.74517374517375
"8110",8110,"MUS",1880,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,5072,-2.98390263054574
"8111",8111,"MUS",1881,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2450,1776,1.66139240506329
"8112",8112,"MUS",1882,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6001,376,12.4342419894787
"8113",8113,"MUS",1883,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532,81482.12307,-1.71480144404332
"8114",8114,"MUS",1884,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3241,330.6762417,-6.61157024793388
"8115",8115,"MUS",1885,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3304,3419,-5.71280186964425
"8116",8116,"MUS",1886,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1607,6164,0.527240773286467
"8117",8117,"MUS",1887,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052,22964.30077,0.554830287206266
"8118",8118,"MUS",1888,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308,10480.64757,-3.73831775700935
"8119",8119,"MUS",1889,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5718,9980,12.6786119301429
"8120",8120,"MUS",1890,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,3065,3.73952288845906
"8121",8121,"MUS",1891,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753,720,-4.34578708769736
"8122",8122,"MUS",1892,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5359,3273,-0.441696113074205
"8123",8123,"MUS",1893,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6357,16865.00806,-0.834824090638044
"8124",8124,"MUS",1894,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106,3668.466,-5.74588715923943
"8125",8125,"MUS",1895,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2927,37646,1.29718942291701
"8126",8126,"MUS",1896,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828,1326,-0.732600732600733
"8127",8127,"MUS",1897,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4352,2400,-1.72338568935428
"8128",8128,"MUS",1898,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,46939.62712,2.05143022247905
"8129",8129,"MUS",1899,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123.2506,6099,5.71273122959739
"8130",8130,"MUS",1900,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,750,1.17276887871854
"8131",8131,"MUS",1901,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3096,12703,9.28714859437751
"8132",8132,"MUS",1902,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5601,3683,5.53443177017321
"8133",8133,"MUS",1903,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7535,6704.112,1.80215185150543
"8134",8134,"MUS",1904,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3416,6064,2.47206795993458
"8135",8135,"MUS",1905,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,5203,-3.99792315680166
"8136",8136,"MUS",1906,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6352,1045,1.97856553998351
"8137",8137,"MUS",1907,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3652,7666,3.1413612565445
"8138",8138,"MUS",1908,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,10490,-4.99462943071966
"8139",8139,"MUS",1909,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2276,20923.70916,0.652610441767068
"8140",8140,"MUS",1910,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3955,2566,-0.598802395209581
"8141",8141,"MUS",1911,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568,350,-14.9835345773875
"8142",8142,"MUS",1912,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731,22434.31734,-0.0541907514450867
"8143",8143,"MUS",1913,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10107.9694,82295.35667,7.22635494155154
"8144",8144,"MUS",1914,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3980,13540.584,8.80123743232792
"8145",8145,"MUS",1915,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,1951,2.71630956562463
"8146",8146,"MUS",1916,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787,1445.929,-1.70431211498973
"8147",8147,"MUS",1917,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517,622,-9.68460111317254
"8148",8148,"MUS",1918,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,122613,3.53574173712529
"8149",8149,"MUS",1919,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2915,2936.769,0.2997002997003
"8150",8150,"MUS",1920,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2359,64023,4.30821494749846
"8151",8151,"MUS",1921,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1074,300500,-10.5655414291977
"8152",8152,"MUS",1922,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2724,4467,6.65961945031713
"8153",8153,"MUS",1923,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962,7409,0.0770416024653313
"8154",8154,"MUS",1924,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099,4162,-0.9000900090009
"8155",8155,"MUS",1925,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6429,27683,0.0397772474144789
"8156",8156,"MUS",1926,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209,3776,-2.95716460100022
"8157",8157,"MUS",1927,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455,304500,-2.48930377285103
"8158",8158,"MUS",1928,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5514,570,-5.277152791982
"8159",8159,"MUS",1929,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2203,2495.022,10.8465608465608
"8160",8160,"MUS",1930,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2668,5367,7.29648040331309
"8161",8161,"MUS",1931,1,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534,5474.363546,0.122108979241474
"8162",8162,"MUS",1932,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9259.9362,4140,-3.2
"8163",8163,"MUS",1933,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2047,8780.914791,-20.453171928362
"8164",8164,"MUS",1934,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,58686,5.9012187299551
"8165",8165,"MUS",1935,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4879,660330,2.05177784939306
"8166",8166,"MUS",1936,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10039.2922,3998,-13.0008904719501
"8167",8167,"MUS",1937,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4371,1486,-3.05530094714329
"8168",8168,"MUS",1938,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9698,2259,13.2365145228216
"8169",8169,"MUS",1939,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4372,43645,0.28184892897407
"8170",8170,"MUS",1940,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,3202,-10.1612115290669
"8171",8171,"MUS",1941,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753.0855,22026.94201,15.5740673668961
"8172",8172,"MUS",1942,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,55226.259,2.95618744614569
"8173",8173,"MUS",1943,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3070,23897,3.26060107039934
"8174",8174,"MUS",1944,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9208,37250,7.10067694080369
"8175",8175,"MUS",1945,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6618,33568,2.98705609027547
"8176",8176,"MUS",1946,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5871,6010,-2.39404149671928
"8177",8177,"MUS",1947,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11803,7549.433,3.21492007104796
"8178",8178,"MUS",1948,0,0,0,0,0,0,1,0,0,1,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5133,5581.001,2.02942668696093
"8179",8179,"MUS",1949,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10127,60652.77387,3.59196673449527
"8180",8180,"MUS",1950,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",3942,481.27,NA,8.27969713387763,3942,481.27,0.0920810313075506
"8181",8181,"MUS",1951,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4022,498.593,2.02942668696093,8.29978317194979,4022,498.593,2.02942668696093
"8182",8182,"MUS",1952,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4002,516.556,-0.497265042267529,8.29479935899257,4002,516.556,-0.497265042267529
"8183",8183,"MUS",1953,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4006,536.057,0.0999500249875062,8.29579811063615,4006,536.057,0.0999500249875062
"8184",8184,"MUS",1954,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4095,553.977,2.22166749875187,8.31776616671934,4095,553.977,2.22166749875187
"8185",8185,"MUS",1955,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4095,571.669,0,8.31776616671934,4095,571.669,0
"8186",8186,"MUS",1956,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4106,591.764,0.268620268620269,8.32044811395656,4106,591.764,0.268620268620269
"8187",8187,"MUS",1957,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4136,609.816,0.730638090599123,8.32772616646141,4136,609.816,0.730638090599123
"8188",8188,"MUS",1958,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4132,627.66,-0.0967117988394584,8.32675881451173,4132,627.66,-0.0967117988394584
"8189",8189,"MUS",1959,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4251,645.313,2.87996127783156,8.35514473946184,4251,645.313,2.87996127783156
"8190",8190,"MUS",1960,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4396,663.229,3.41096212655846,8.38867776918081,4396,663.229,3.41096212655846
"8191",8191,"MUS",1961,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",5254,681.284,19.5177434030937,8.56693528331105,5254,681.284,19.5177434030937
"8192",8192,"MUS",1962,0,0,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",5144,701.016,-2.09364293871336,8.54578064826815,5144,701.016,-2.09364293871336
"8193",8193,"MUS",1963,0,1,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",5745,715.14,11.6835147744946,8.65625923953924,5745,715.14,11.6835147744946
"8194",8194,"MUS",1964,0,1,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",5196,736.182,-9.55613577023499,8.55583681500844,5196,736.182,-9.55613577023499
"8195",8195,"MUS",1965,0,1,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",5227,755.528,0.596612779060816,8.56178407474411,5227,755.528,0.596612779060816
"8196",8196,"MUS",1966,0,1,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",4921,774.16,-5.85421848096422,8.501470230951,4921,774.16,-5.85421848096422
"8197",8197,"MUS",1967,0,1,0,0,0,0,0,0,0,0,590,NA,NA,NA,NA,NA,"Mauritius",5035,789.309,2.31660231660232,8.52436739516424,5035,789.309,2.31660231660232
